No,Cruise,Sample,Station,Depth.Category,depth,Size.Fraction,Min.Size.Fraction,lat,lon,Depth.m,Temp,O2,time,PANGAEA.sample.identifier,PO4.umol.l,NO2NO3.umol.l,SI.umol.l,Biome,OceanRegion1,OceanRegion2,PO4.WOA,NO3.WOA,NP.ratio.WOA,Pstar.WOA,Nstar.WOA,PO4.100m.WOA,NO3.100m.WOA,PO4.200m.WOA,NO3.200m.WOA,PO4.500m.WOA,NO3.500m.WOA,tot.counts,recA.sums,phnA.sums,phnC.sums,phnD.sums,phnE.sums,phnG.sums,phnH.sums,phnI.sums,phnJ.sums,phnK.sums,phnL.sums,phnM.sums,phnP.sums,phnW.sums,phnX.sums,phoA.sums,phoD.sums,phoX.sums,pstA.sums,pstB.sums,pstC.sums,ptxD.sums,phnZ.sums
41,TARA,TARA_038_DCM_<-0.22,38,DCM,25,<-0.22,Virome,19.0284,64.5126,25.3,25.5,154.7,3/15/10 11:18,TARA_B100000073,0.32,0.06,1.63,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.4522,1.367,3.022998673,0.3667625,-3.1482,77.1743,601.9206,285.7475,2743.5687,1042.1456,9661.0176,35342300,7937.23571,17.7966,90.99254005,92.57677024,98.97111353,2.994857852,3.324952321,2.699861637,4.761612895,2.330222065,3.880673932,1.857358215,103.8602616,25.95845114,0.798142214,52.00397633,138.419027,58.2868449,92.30714997,91.2071351,78.58465766,231.5345601,54.55651835
42,TARA,TARA_038_DCM_0.22-1.6,38,DCM,25,0.22-1.6,0.22,19.0284,64.5126,25.3,25.5,154.7,3/15/10 11:18,TARA_R100000084,0.32,0.06,1.63,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.4522,1.367,3.022998673,0.3667625,-3.1482,77.1743,601.9206,285.7475,2743.5687,1042.1456,9661.0176,11996100,32501.20167,3033.209947,3226.686553,3938.903136,2765.15947,26.99110054,24.27783358,34.73350025,27.5496234,18.26405164,26.75120246,0.718063494,6903.641683,982.9549874,71.61651179,911.6366893,2122.430683,926.4137117,2889.034523,3159.089999,3157.325713,10345.59363,7751.609205
43,TARA,TARA_038_MES_0.1-0.22,38,MES,340,0.1-0.22,0.1,19.0351,64.5638,337.7,15,2.4,3/16/10 6:13,TARA_Y100000296,0.32,0.06,38.94,Trades,Indian Ocean,Indian Monsoon Gyres Province,2.4616,21.4907,8.730378616,1.11843125,-15.1749,77.1743,601.9206,285.7475,2743.5687,1042.1456,9661.0176,18584900,8931.432688,587.3764029,608.7370261,1302.437814,1034.478957,34.55777075,49.24486,46.84740984,49.20479674,47.89995559,38.26461145,4.529469199,1354.639256,23.71777933,22.68546363,1106.237715,1735.143549,1195.921839,677.6901264,698.0381058,199.4315384,1805.567091,237.2814524
44,TARA,TARA_038_MES_0.22-1.6,38,MES,340,0.22-1.6,0.22,19.0351,64.5638,337.7,15,2.4,3/16/10 6:13,TARA_Y100000294,0.42,1.86,38.94,Trades,Indian Ocean,Indian Monsoon Gyres Province,2.4616,21.4907,8.730378616,1.11843125,-15.1749,77.1743,601.9206,285.7475,2743.5687,1042.1456,9661.0176,10900000,8797.020668,4618.949826,1630.321129,2340.506002,2517.518458,1.059286736,2.75524086,7.299091767,6.229790396,2.442403241,5.144318736,24.47156108,6685.217972,1227.157067,625.420865,321.8532948,529.7694546,636.4025109,276.9880909,721.6176959,206.4977505,5725.33641,2928.986421
45,TARA,TARA_038_SRF_<-0.22,38,SRF,5,<-0.22,Virome,19.0393,64.4913,5.5,26.2,199.9,3/15/10 3:35,TARA_Y100000289,0.42,1.86,1.18,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.4007,0.9095,2.269777889,0.34385625,-2.7817,77.1743,601.9206,285.7475,2743.5687,1042.1456,9661.0176,7680600,11449.57843,27.95727528,104.6169237,111.6660108,137.7956179,5.723753469,11.22972148,8.972788363,11.57137508,8.203654365,6.723409847,4.629311668,115.3901786,61.12285481,8.707703952,33.48592902,83.07997403,60.26618003,76.47345618,69.67085705,46.79191698,392.8266894,52.33452455
46,TARA,TARA_038_SRF_0.1-0.22,38,SRF,5,0.1-0.22,0.1,19.0393,64.4913,5.5,26.2,199.9,3/15/10 3:35,TARA_Y100000287,2.64,23.43,1.18,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.4007,0.9095,2.269777889,0.34385625,-2.7817,77.1743,601.9206,285.7475,2743.5687,1042.1456,9661.0176,23089600,9186.24257,26.98952109,13.15076898,27.35130614,17.89483592,0.383321715,0.077256944,1.74288564,0.817859454,0.849808257,0.761339223,0.333333333,65.33212066,25.63821752,4.745170645,35.37916492,52.90763695,29.52240947,26.55836674,24.07015658,9.82659742,123.7258989,19.21189725
47,TARA,TARA_038_SRF_0.22-1.6,38,SRF,5,0.22-1.6,0.22,19.0393,64.4913,5.5,26.2,199.9,3/15/10 3:35,TARA_R100000081,2.64,23.43,1.18,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.4007,0.9095,2.269777889,0.34385625,-2.7817,77.1743,601.9206,285.7475,2743.5687,1042.1456,9661.0176,8241130,20050.85133,2076.720471,2349.77365,2773.246408,2140.967774,7.602684476,6.664679283,9.034538796,6.854979449,5.811532235,9.329893497,0.185185185,5031.599299,467.5790993,84.06971171,657.5212857,1497.323197,541.8826032,2101.420023,2407.231593,2316.221939,7267.325671,4385.149818
48,TARA,TARA_039_DCM_<-0.22,39,DCM,25,<-0.22,Virome,18.5839,66.4727,25.3,26.8,193,3/18/10 11:33,TARA_B100000085,0.23,0.03,1.28,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.3809,0.6644,1.74428984,0.339375,-2.71,68.9558,487.3067,278.0151,2508.5375,1041.3087,9339.2519,29426400,7116.447973,51.93595112,46.01860777,49.96169562,52.056926,4.761717898,9.371673714,7.170487193,6.644230036,5.447296719,4.89037054,10.40363517,78.61187805,22.98106828,1.30281452,22.43672413,34.50818325,36.64884367,40.97149204,43.85624233,31.00239162,156.7047272,17.32603689
49,TARA,TARA_039_DCM_0.22-1.6,39,DCM,25,0.22-1.6,0.22,18.5839,66.4727,25.3,26.8,193,3/18/10 11:33,TARA_R100000482,0.23,0.03,1.28,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.3809,0.6644,1.74428984,0.339375,-2.71,68.9558,487.3067,278.0151,2508.5375,1041.3087,9339.2519,14546000,33126.78869,2910.953993,2752.195445,3442.159536,2629.55089,29.82358096,24.31416697,41.28646989,26.61557962,21.66441424,27.46597701,0.456810272,4958.609176,956.2819511,54.06850793,663.4152265,1524.78286,620.9264774,3014.245098,3204.090327,3221.239271,7181.019719,5100.572505
50,TARA,TARA_039_MES_0.1-0.22,39,MES,270,0.1-0.22,0.1,18.7341,66.3896,268.2,15.6,2.3,3/20/10 8:15,TARA_Y100000034,0.26,0.09,38.62,Trades,Indian Ocean,Indian Monsoon Gyres Province,2.432,20.028,8.235197368,1.18025,-16.164,68.9558,487.3067,278.0151,2508.5375,1041.3087,9339.2519,19688200,18052.51129,1534.765171,210.1599139,470.2981388,265.5834822,7.964397174,14.38434822,14.0463734,12.77580875,14.74131764,12.15768608,7.248407854,1338.768057,89.72155627,40.26258505,433.4129527,561.5730506,407.5187139,260.9706139,280.9452531,75.33149373,1550.702597,167.4431801
51,TARA,TARA_039_MES_0.22-1.6,39,MES,270,0.22-1.6,0.22,18.7341,66.3896,268.2,15.6,2.3,3/20/10 8:15,TARA_Y100000031,0.26,0.09,38.62,Trades,Indian Ocean,Indian Monsoon Gyres Province,2.432,20.028,8.235197368,1.18025,-16.164,68.9558,487.3067,278.0151,2508.5375,1041.3087,9339.2519,10472800,9853.710993,5585.78923,1608.725221,2411.337803,2627.881017,5.47555028,5.046178004,9.446418977,7.776505188,4.001130006,6.20057811,12.07125979,6898.597642,1246.312974,694.7100165,389.8075022,638.8040463,791.910403,291.68817,622.8641273,249.3747169,5404.727762,2614.692265
52,TARA,TARA_039_SRF_<-0.22,39,SRF,5,<-0.22,Virome,18.5918,66.622,5.4,26.8,193.4,3/18/10 4:27,TARA_Y100000033,2.64,21.22,1.44,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.3589,0.5507,1.534410699,0.32448125,-2.4717,68.9558,487.3067,278.0151,2508.5375,1041.3087,9339.2519,5108080,8115.571849,51.34922825,96.33240004,98.89151907,134.2865305,13.27944542,15.17203643,15.67636587,17.62052161,11.80012091,11.77575119,8.641307121,183.9414977,30.40511865,0.066176471,77.50667617,84.94075704,89.16543967,93.4926768,91.50176576,73.5846439,284.1645261,47.19771288
53,TARA,TARA_039_SRF_0.1-0.22,39,SRF,5,0.1-0.22,0.1,18.5918,66.622,5.4,26.8,193.4,3/18/10 4:27,TARA_R100000479,2.64,21.22,1.44,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.3589,0.5507,1.534410699,0.32448125,-2.4717,68.9558,487.3067,278.0151,2508.5375,1041.3087,9339.2519,12683200,5961.793342,50.20555165,24.63017355,97.10123206,35.64478933,1.256152558,1.5629975,2.439342167,1.801619475,2.567706653,1.655755891,1.654166894,137.391654,10.7982596,0.913786436,166.425337,139.3688933,100.7865446,91.43844609,91.43220606,29.02257588,166.3655632,17.57438079
54,TARA,TARA_041_DCM_<-0.22,41,DCM,60,<-0.22,Virome,14.5536,70.0128,58.2,27.1,148.3,3/30/10 10:56,TARA_B100000287,0.14,0.09,1.38,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.5254,2.1461,4.084697373,0.39126875,-3.5403,71.6498,478.3755,282.0795,2597.7524,1034.6849,10737.6876,37962200,7920.961623,31.05830379,370.5554316,389.230165,545.7244955,101.278469,110.6732243,93.41773003,109.9676353,112.2939215,104.4764118,5.508129423,454.3186148,21.21877455,7.718964401,35.12150312,162.8040741,334.7840702,280.8831503,299.8967237,158.8818372,1171.540777,150.0389303
55,TARA,TARA_041_DCM_0.22-1.6,41,DCM,60,0.22-1.6,0.22,14.5536,70.0128,58.2,27.1,148.3,3/30/10 10:56,TARA_R100000458,0.14,0.09,1.38,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.5254,2.1461,4.084697373,0.39126875,-3.5403,71.6498,478.3755,282.0795,2597.7524,1034.6849,10737.6876,8706020,38582.64567,4146.686289,2308.523046,3541.301372,4664.062616,12.67661377,19.45695757,22.58883521,20.3756479,18.94816476,22.41318806,4.765694196,8181.224601,921.7580536,96.10665396,893.6605674,1589.742568,1371.53811,1941.390341,1948.048057,1890.921126,9263.53694,8252.082608
56,TARA,TARA_041_SRF_<-0.22,41,SRF,5,<-0.22,Virome,14.6059,69.9776,5.5,29.1,187.4,3/30/10 2:47,TARA_Y100000052,0.14,0.09,1.47,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.3106,0.3199,1.029942048,0.29060625,-1.9297,66.8885,430.8679,278.9506,2516.8837,1035.7763,10497.3996,4873820,9575.710067,63.69609703,122.9171974,170.9552703,141.3965242,9.621336507,14.72859767,13.39025053,14.59261151,13.19655961,12.48479096,8.936213943,308.1232425,44.13841217,0.126394052,47.8489038,96.47511227,156.3241957,150.0768478,154.7647612,135.6985145,367.2522642,32.53496524
57,TARA,TARA_041_SRF_0.1-0.22,41,SRF,5,0.1-0.22,0.1,14.6059,69.9776,5.5,29.1,187.4,3/30/10 2:47,TARA_B100000282,0.34,0.49,1.47,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.3106,0.3199,1.029942048,0.29060625,-1.9297,66.8885,430.8679,278.9506,2516.8837,1035.7763,10497.3996,36223600,4927.431761,200.3715202,82.85589705,340.2172237,94.26385924,1.351227516,6.822938651,5.406210625,5.067034316,6.067626498,6.723733083,2.497681295,521.2682734,8.214728956,0.217054264,559.7089406,474.0734818,489.223675,319.6482557,352.7166921,70.55913772,611.4190307,37.42330876
58,TARA,TARA_041_SRF_0.22-1.6,41,SRF,5,0.22-1.6,0.22,14.6059,69.9776,5.5,29.1,187.4,3/30/10 2:47,TARA_R100000455,0.34,0.49,1.47,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.3106,0.3199,1.029942048,0.29060625,-1.9297,66.8885,430.8679,278.9506,2516.8837,1035.7763,10497.3996,11144500,30489.81005,3302.662104,5724.348464,6573.738638,3620.206211,43.72338668,48.4134461,75.95354453,52.9941941,60.1672353,64.40396382,7.514373883,8445.178324,739.3317525,37.6733469,984.6881263,1849.360316,680.4532255,8257.506986,8551.571907,8903.345433,12969.11501,7392.762155
59,TARA,TARA_042_DCM_<-0.22,42,DCM,80,<-0.22,Virome,5.9998,73.9067,79,27.7,132.8,4/4/10 9:50,TARA_B100000131,0.08,0.03,3.2,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.7587,9.7531,12.85501516,0.14913125,0.3339,51.0021,524.1103,228.9247,3036.7575,888.3122,12180.8317,36355300,14052.14086,29.11771657,76.49795377,97.17735902,72.86560862,2.497334535,9.159871424,10.94458246,10.53449816,10.26000176,8.963999357,5.369368746,132.0427133,61.74354943,6.921949401,34.69789741,73.46266894,55.58806382,68.69696632,74.5252753,64.7729841,195.7592711,24.65895921
60,TARA,TARA_042_DCM_0.22-1.6,42,DCM,80,0.22-1.6,0.22,5.9998,73.9067,79,27.7,132.8,4/4/10 9:50,TARA_R100000152,0.08,0.03,3.2,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.7587,9.7531,12.85501516,0.14913125,0.3339,51.0021,524.1103,228.9247,3036.7575,888.3122,12180.8317,9418140,35847.18243,4724.246286,2393.42577,3176.141339,4152.396416,12.25332955,22.7221476,27.79321862,21.25575282,17.94990716,22.86003827,1.771062158,7169.469035,1011.604851,119.1504538,770.5801106,998.9440826,1399.867738,2946.652026,2769.015626,2880.631,9208.889555,8527.449106
61,TARA,TARA_042_SRF_<-0.22,42,SRF,5,<-0.22,Virome,6.0001,73.8955,5.4,30,189.3,4/4/10 2:47,TARA_B100000123,0.34,1.39,2.21,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.2029,0.2054,1.012321341,0.1900625,-0.321,53.2672,565.8974,234.2641,3097.0944,907.3798,12348.6789,33238200,5731.168821,39.91756399,409.6775121,456.8207514,361.4733298,7.364339598,25.67971708,39.87451618,29.30751142,29.38578104,32.01017796,2.651274146,616.508912,21.96821648,0.861884214,80.72865954,133.0351441,339.557352,398.183904,398.6126334,371.1514797,760.0507871,51.99123298
62,TARA,TARA_042_SRF_0.22-1.6,42,SRF,5,0.22-1.6,0.22,6.0001,73.8955,5.4,30,189.3,4/4/10 2:47,TARA_R100000149,0.34,1.39,2.21,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.2029,0.2054,1.012321341,0.1900625,-0.321,53.2672,565.8974,234.2641,3097.0944,907.3798,12348.6789,33384900,28570.15745,3280.192195,4686.7857,5284.619701,3388.392323,43.43535494,63.82606107,97.91718677,64.38610972,59.31562713,69.78427335,1.189135884,7993.394876,823.888762,43.32958783,1013.451636,1827.125936,542.7694522,9098.680888,9181.157382,9635.221447,13125.89005,7601.917192
63,TARA,TARA_045_SRF_0.22-1.6,45,SRF,5,0.22-1.6,0.22,0.0033,71.6428,5.5,30.5,185.2,4/13/10 3:21,TARA_B100000161,1.94,28.64,15.14,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.2031,0.0679,0.33431807,0.19885625,-0.4617,42.1879,267.4625,196.71,2308.5275,779.8009,10438.6161,5134380,22310.0807,2798.676002,6437.095324,7237.859784,2667.609902,60.14294833,75.50514705,120.1543098,91.56811558,57.66104916,87.57314101,3.980388266,7554.026673,760.7719882,28.20477412,995.0078353,2127.226245,468.756703,8033.549693,8432.874266,8677.061934,12635.31961,7034.210387
64,TARA,TARA_046_SRF_<-0.22,46,SRF,5,<-0.22,Virome,-0.6625,73.161,5.5,30.1,185.7,4/15/10 2:01,TARA_R100000406,0.1,0.05,1.94,Trades,Indian Ocean,Indian Monsoon Gyres Province,0.2108,0.0933,0.44259962,0.20496875,-0.5595,40.6019,260.6336,193.1488,2318.2621,780.4031,10506.2171,18708100,3242.486503,71.26651995,138.9939559,143.6551334,132.2351455,8.734437897,11.72541421,15.48555251,13.38286997,12.14687278,10.4202632,8.81781441,213.3390869,25.00773124,1.613404278,72.27381782,153.8255678,157.6459758,180.248422,203.8262649,173.6370407,280.4595585,92.69949716
65,TARA,TARA_048_SRF_0.1-0.22,48,SRF,5,0.1-0.22,0.1,-9.3921,66.4228,5.4,29.8,187.3,4/19/10 7:56,TARA_Y100000114,0.08,0.06,2.12,Trades,Indian Ocean,Indian South Subtropical Gyre Province,0.1982,0.3271,1.650353179,0.17775625,-0.1241,47.2514,498.9906,178.9748,2360.9513,673.4561,9328.0891,38948500,17814.31261,273.8485342,216.3750922,335.6342637,190.4747286,8.455895242,12.57972542,16.7950913,14.35202962,10.48552233,13.70593126,6.107411298,425.9133797,98.72575032,5.305513921,205.8263063,350.7805427,273.2142764,338.323446,351.1555359,248.8308139,536.7342255,145.5491315
66,TARA,TARA_048_SRF_0.22-1.6,48,SRF,5,0.22-1.6,0.22,-9.3921,66.4228,5.4,29.8,187.3,4/19/10 7:56,TARA_B100000242,0.08,0.06,2.12,Trades,Indian Ocean,Indian South Subtropical Gyre Province,0.1982,0.3271,1.650353179,0.17775625,-0.1241,47.2514,498.9906,178.9748,2360.9513,673.4561,9328.0891,36511500,23659.31115,3438.266969,7304.397709,8292.782079,3502.512975,53.79020032,62.08640165,116.1491535,64.54769591,60.89219704,84.57650033,1.937441643,10435.6617,969.9008697,17.8230973,1392.044089,2593.394192,362.8971604,10348.26001,10648.05044,11009.88518,16056.90372,9187.912778
67,TARA,TARA_052_DCM_<-0.22,52,DCM,75,<-0.22,Virome,-16.9534,53.9601,79,24.9,192.6,5/17/10 11:42,TARA_B100000214,0.12,0,3.22,Trades,Indian Ocean,Indian South Subtropical Gyre Province,0.2131,1.2519,5.87470671,0.13485625,0.5623,20.9688,73.7918,79.1199,712.7993,379.7775,4826.7451,31360500,8291.913675,2.223500238,9.204751987,11.19555982,8.267783274,0.102880658,0.273758865,0.148411156,0.51869403,0.47841182,0,0,8.142703212,12.88653812,0.223703704,3.258560238,12.13842856,7.796366223,9.803373919,11.29227628,8.788047103,103.019423,5.391036918
68,TARA,TARA_052_DCM_0.22-1.6,52,DCM,75,0.22-1.6,0.22,-16.9534,53.9601,79,24.9,192.6,5/17/10 11:42,TARA_R100000234,0.18,0.47,3.22,Trades,Indian Ocean,Indian South Subtropical Gyre Province,0.2131,1.2519,5.87470671,0.13485625,0.5623,20.9688,73.7918,79.1199,712.7993,379.7775,4826.7451,33891600,24366.5935,3417.742926,3640.277268,4496.002516,4568.4847,19.91800078,42.98849584,37.36216799,31.27873269,22.94527685,30.95899959,2.250856512,8094.722271,1127.487725,231.8885993,1342.085976,2301.94639,790.4552562,3171.075892,3675.745899,3551.35919,13842.37993,8256.01543
69,TARA,TARA_052_SRF_0.22-1.6,52,SRF,5,0.22-1.6,0.22,-16.957,53.9801,5.5,27.9,191.7,5/17/10 4:10,TARA_B100000212,0.18,0.47,2.67,Trades,Indian Ocean,Indian South Subtropical Gyre Province,0.187,0.1394,0.745454545,0.1782875,-0.1326,20.9688,73.7918,79.1199,712.7993,379.7775,4826.7451,26187100,21877.18597,3235.93894,4889.251396,5366.20488,5297.240154,50.79986444,61.18823507,70.02954173,31.22500474,43.96115168,62.80132105,2.050653948,7733.390917,914.9002334,63.8100611,1843.01135,2608.331001,759.1059181,3641.352398,5642.950061,7256.103993,11956.68839,6669.685227
70,TARA,TARA_056_MES_0.22-3,56,MES,1000,0.22-3,0.22,-15.3379,43.2948,989.6,6.2,88.2,6/26/10 7:12,TARA_B100000378,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,2.3829,34.8149,14.61030677,0.20696875,-0.5915,23.0132,92.5908,87.2062,910.8591,417.5504,5585.377,25745900,13355.05202,4316.429561,2102.522901,5220.532888,4037.99634,15.96463282,19.88050622,29.02766868,50.79476344,28.91319523,18.84979128,113.5967544,5104.435591,1570.918206,766.9208561,1828.591296,2007.422108,1518.201402,2226.229792,2554.250034,2363.229319,9024.993967,4935.035921
71,TARA,TARA_056_SRF_0.22-3,56,SRF,5,0.22-3,0.22,-15.3424,43.2965,5.5,27.3,193.1,6/26/10 7:05,TARA_B000000609,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.1567,0.0234,0.14932993,0.1552375,0.2362,23.0132,92.5908,87.2062,910.8591,417.5504,5585.377,24715600,20749.58827,2347.643128,3801.21889,4471.202947,2519.26078,32.26315299,30.33727981,40.4936961,24.57494505,26.53645956,32.28900875,1.014568672,6145.389043,647.6039597,39.44845356,842.4817476,1485.850803,694.4780252,5559.473481,6042.251916,6234.40159,10814.78332,5351.007061
72,TARA,TARA_057_SRF_0.22-3,57,SRF,5,0.22-3,0.22,-17.0248,42.7401,5.6,27,190.1,6/27/10 12:05,TARA_B000000565,0,0,2.81,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.1717,0.058,0.337798486,0.168075,0.0308,28.808,155.0299,104.8968,1036.5589,457.2398,5684.2132,28506100,18801.6722,2615.978685,3313.360299,3962.058638,2795.70974,24.2165867,21.99339348,34.06856838,21.35416452,21.38058951,26.05710852,0.890043504,6011.144651,689.0125113,30.61546563,938.6515897,1861.465346,660.7860029,5375.169071,5820.536976,5857.939922,10038.08513,5362.246663
73,TARA,TARA_058_DCM_0.22-3,58,DCM,66,0.22-3,0.22,-17.2855,42.2866,67.1,25.3,185,6/29/10 15:00,TARA_B000000557,0,0.06,2.51,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.3887,2.6864,6.911242604,0.2208,-0.8128,28.808,155.0299,104.8968,1036.5589,457.2398,5684.2132,25232700,25455.17338,2852.130553,3542.087633,4119.773504,3122.135105,43.08984485,27.11052974,50.74269317,29.38763682,30.53094161,39.1075939,1.644592456,6624.031348,725.1388584,57.5385632,938.2957686,1776.596497,756.2184397,5646.720979,6077.958693,5950.278166,11128.06606,6040.901919
74,TARA,TARA_062_SRF_0.22-3,62,SRF,5,0.22-3,0.22,-22.3368,40.3412,5.4,25.1,199.9,7/3/10 8:09,TARA_B000000532,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.199,0.0582,0.292462312,0.1953625,-0.4058,25.5416,98.3376,83.7685,713.4539,356.2436,3781.0144,7765250,21894.40938,2528.399582,3193.836167,3772.225874,2702.154626,23.16979112,15.04944826,26.63255013,18.9663544,22.25702201,27.15983107,0.186741363,6361.501334,587.3258856,49.74776798,881.3027844,1640.242209,701.0268626,6011.547173,6341.875085,6486.273869,10106.59471,5350.915182
75,TARA,TARA_064_DCM_<-0.22,64,DCM,65,<-0.22,Virome,-29.5333,37.9117,63.6,22.3,207.4,7/8/10 6:21,TARA_Y100000401,0.08,0,1.75,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.2,0.911,4.555,0.1430625,0.431,18.5358,63.6307,57.1131,373.5139,253.1833,2537.6087,10901900,7150.985992,4.146515099,30.14510425,36.16933758,40.40225549,0.405640935,0.844005928,1.162924746,1.554969222,0.84411745,2.288064034,0.726782724,14.40896545,13.56774195,0.118266178,7.157606855,9.951627025,26.98072252,30.72714943,30.59683371,18.8492412,100.4753365,5.020849449
76,TARA,TARA_064_DCM_0.1-0.22,64,DCM,65,0.1-0.22,0.1,-29.5333,37.9117,63.6,22.3,207.4,7/8/10 6:21,TARA_B100000405,0.08,0,1.75,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.2,0.911,4.555,0.1430625,0.431,18.5358,63.6307,57.1131,373.5139,253.1833,2537.6087,25334500,8967.519336,47.09601675,37.41398466,59.67569625,41.79736134,0.791072608,0.216346154,0.923744054,0.123655914,0.435756928,0.633176456,0.177404295,102.3655702,13.01779591,1.445801161,20.44764203,27.54316291,28.1171215,43.67342519,53.64696349,52.4231759,119.3112534,33.72858277
77,TARA,TARA_064_DCM_0.22-3,64,DCM,65,0.22-3,0.22,-29.5333,37.9117,63.6,22.3,207.4,7/8/10 6:21,TARA_R100000315,1.12,15.24,1.75,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.2,0.911,4.555,0.1430625,0.431,18.5358,63.6307,57.1131,373.5139,253.1833,2537.6087,13829700,19277.87576,3114.701269,2598.947898,4409.670632,3489.447609,49.29715639,32.55500841,67.6739412,45.47101723,53.12561333,50.26236826,0.148760331,5984.869664,984.1893108,81.6663812,919.7146396,2177.122027,1052.234264,3732.154208,4130.305748,3956.089749,10421.37182,5052.988155
78,TARA,TARA_064_MES_0.22-3,64,MES,1000,0.22-3,0.22,-29.5046,37.9599,990.8,7.7,193,7/7/10 12:13,TARA_B100000408,0.08,0.02,5.89,Coastal ,Indian Ocean,Eastern Africa Coastal Province,1.8673,25.5876,13.70299363,0.268075,-1.5692,18.5358,63.6307,57.1131,373.5139,253.1833,2537.6087,8140300,6152.382939,2890.489185,1215.189603,3077.173617,2790.432619,9.605586155,9.896308827,12.23779664,17.65063618,12.67064042,16.79642542,33.54921849,2719.720677,1296.70329,636.2134709,480.315758,861.0316805,1002.94569,575.2325277,711.1259487,498.6669185,5436.262792,3451.904977
79,TARA,TARA_064_SRF_<-0.22,64,SRF,5,<-0.22,Virome,-29.5019,37.9889,5.5,22.2,210,7/7/10 4:48,TARA_B100000401,0.08,0.02,1.77,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.1582,0.2928,1.850821745,0.1399,0.4816,18.5358,63.6307,57.1131,373.5139,253.1833,2537.6087,52687800,6765.645629,123.2603035,330.445211,358.6361035,407.0842394,48.68775033,46.08202117,56.75806107,57.60843955,44.55460841,49.9045424,8.194883548,500.8925617,28.00695025,0.084444444,156.2283775,385.5485627,264.7861214,321.2327424,310.6399071,298.0878156,735.1614275,153.4384447
80,TARA,TARA_064_SRF_0.22-3,64,SRF,5,0.22-3,0.22,-29.5019,37.9889,5.5,22.2,210,7/7/10 4:48,TARA_R100000322,0.08,0.02,1.77,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.1582,0.2928,1.850821745,0.1399,0.4816,18.5358,63.6307,57.1131,373.5139,253.1833,2537.6087,9796890,35260.7316,5660.098156,7864.569859,9848.212239,5703.59579,38.07341075,38.43424422,58.06526401,40.15912449,40.51012731,44.1273635,1.752233925,13819.05923,1691.503628,127.6563234,1624.375633,3946.210201,1723.013599,9584.511798,10352.31375,10783.9302,22129.33215,13437.45733
81,TARA,TARA_065_DCM_<-0.22,65,DCM,30,<-0.22,Virome,-35.2421,26.3048,28.7,21.8,206.4,7/12/10 11:03,TARA_Y100000361,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.3594,2.4966,6.946577629,0.2033625,-0.5338,43.3039,442.2923,93.9207,1289.7794,314.2502,4484.0612,16770200,5607.484377,116.4148266,194.8242407,197.143206,251.5135405,18.58896044,16.08418276,21.1312899,15.94974836,18.56931019,9.812534799,3.103702721,282.9687817,16.40484102,1.156190563,154.3599499,201.6153752,234.0904109,301.1103599,288.577936,200.8648409,451.6548161,123.6947999
82,TARA,TARA_065_DCM_0.1-0.22,65,DCM,30,0.1-0.22,0.1,-35.2421,26.3048,28.7,21.8,206.4,7/12/10 11:03,TARA_B000000441,,,,Coastal ,Indian Ocean,Eastern Africa Coastal Province,0.3594,2.4966,6.946577629,0.2033625,-0.5338,43.3039,442.2923,93.9207,1289.7794,314.2502,4484.0612,30347900,19287.91968,126.2793247,91.11685831,135.3152857,157.8487444,0.538202465,0.506961865,1.099472992,0.596005655,0.537381353,1.15158153,0.923111794,324.4074149,46.51515098,44.57704773,44.69297754,78.25614317,62.53807532,122.845711,131.214156,122.1860915,460.2072885,178.813419
